POINT_X,POINT_Y,ORC_0_20cm,CLY_0_20cm
29.184317,-2.760375,,
29.466596,-2.544952,,
29.035777,-1.530275,,
29.037742,-2.317632,,
29.170911,-1.082463,,
29.051911,-2.594417,,
29.034063,-2.387098,,
29.063275,-1.661826,,
28.91136,-2.549888,,
29.084915,-1.942926,,
28.950429,-2.631035,,
29.956949,-1.350644,,
28.977502,-2.522757,,
29.534107,-2.599179,,
28.978839,-2.504914,,
29.660593,-2.806703,,
29.986048,-1.582676,,
29.859987,-1.585821,,
29.511392,-2.738643,,
29.737303,-1.680418,,
29.444893,-2.182087,,
29.20317,-2.763212,,
28.892605,-1.654001,,
29.952844,-1.709095,,
29.923624,-1.602503,,
29.622573,-1.999364,,
29.682945,-2.091432,,
29.477766,-2.737932,,
29.680628,-1.986387,,
29.465618,-2.430576,,
29.685055,-2.42041,,
29.968859,-1.943924,,
29.867519,-1.725964,,
29.479446,-2.489617,,
29.514962,-2.122267,,
29.60183,-2.0897,,
29.641743,-2.436246,,
29.589943,-2.333489,,
29.076222,-2.643909,,
29.118087,-2.652723,,
29.900217,-1.697372,,
29.685174,-2.397527,,
29.659508,-2.150987,,
29.773147,-1.910253,,
29.959605,-1.888374,,
29.633649,-2.011377,,
29.575458,-2.384748,,
29.474552,-2.444604,,
29.614731,-1.841922,,
29.641078,-2.050516,,
29.507653,-2.193592,,
29.733536,-2.425686,,
29.522575,-2.704864,,
29.955948,-1.869,,
29.522923,-2.027805,,
29.591615,-1.659915,,
29.815695,-1.838194,,
29.60399,-1.626651,,
29.795487,-1.796559,,
28.892087,-1.606711,,
29.883257,-2.833946,,
29.595492,-1.918286,,
29.83441,-1.844627,,
29.503963,-2.087468,,
29.446318,-2.394702,,
29.623709,-1.899096,,
29.587509,-2.560944,,
28.980736,-2.616175,,
29.802412,-1.84342,,
29.250497,-2.261024,,
29.218306,-2.73731,,
29.868746,-1.892512,,
29.855963,-1.659365,,
29.085015,-2.193667,,
29.706564,-1.643856,,
29.556762,-2.08667,,
29.892703,-2.266205,,
29.584051,-2.45592,,
29.407458,-2.263267,,
29.499933,-2.102376,,
29.663411,-2.015473,,
29.48131,-1.992197,,
29.453945,-2.256456,,
29.46415,-1.56278,,
29.387921,-2.331476,,
29.825392,-1.779354,,
29.02675,-1.451918,,
29.028474,-1.395172,,
29.356,-1.331767,,
29.064249,-2.574018,,
29.708315,-2.15092,,
29.536193,-2.52554,,
29.30213,-2.089278,,
29.401531,-1.261969,,
29.700202,-1.570792,,
29.276776,-2.476328,,
29.116087,-2.580688,,
29.820136,-1.668013,,
29.343297,-1.55484,,
29.655459,-1.334712,,
29.268423,-2.462265,,
29.266337,-2.541474,,
29.215227,-1.303478,,
29.93181,-2.276168,,
29.652226,-1.256689,,
29.215694,-1.555663,,
29.286519,-1.478034,,
29.264137,-1.268442,,
29.232963,-1.538251,,
29.324443,-1.106413,,
29.343891,-1.85129,,
29.284835,-2.588053,,
29.404278,-2.767343,,
29.606553,-1.488016,,
29.573993,-1.483853,,
29.589446,-1.468684,,
29.330383,-1.864244,,
29.660915,-1.347952,,
29.394421,-2.789529,,
29.355661,-2.668675,,
29.958326,-2.340208,,
29.532333,-1.237025,,
29.771196,-1.3722,,
29.095587,-1.425095,,
29.141992,-1.515781,,
29.346034,-1.471829,,
29.466851,-1.378938,,
29.296342,-1.746544,,
29.849713,-1.911389,,
29.560643,-1.670747,,
29.724859,-2.232498,,
29.790812,-2.308357,,
29.757679,-2.494897,,
29.794186,-2.396866,,
29.929626,-1.179043,,
29.762628,-2.354666,,
29.746603,-2.171954,,
29.863125,-1.965823,,
29.760728,-2.276504,,
28.977063,-1.661747,,
29.988325,-1.152121,,
29.769266,-2.43299,,
29.83492,-2.606194,,
29.788271,-2.256908,,
29.733151,-2.503573,,
29.98769,-2.530998,,
29.993287,-2.572744,,
29.087116,-2.733012,,
29.722007,-2.599515,,
28.880644,-2.51622,,
29.702554,-2.595448,,
29.699622,-2.740835,,
29.086337,-2.405209,,
29.051997,-2.684647,,
29.796246,-2.52282,,
29.729386,-2.588311,,
29.122631,-2.741795,,
29.725905,-2.680253,,
29.065382,-2.676238,,
29.357395,-2.083749,,
29.525121,-1.210489,,
29.05134,-1.989931,,
28.953297,-2.446807,,
29.731579,-2.746394,,
29.518189,-1.200667,,
29.978829,-1.100408,,
28.921616,-2.632604,,
29.722959,-2.741469,,
29.751154,-2.636161,,
29.721547,-2.65595,,
29.715552,-2.648218,,
29.91673,-2.273762,,
29.717969,-2.705526,,
29.932428,-2.656109,,
29.994149,-1.552762,,
29.942768,-1.586645,,
29.937426,-2.36079,,
29.873132,-2.643131,,
29.98209,-1.963066,,
29.982528,-2.389624,,
28.981098,-2.835184,,
29.69258,-1.08061,,
29.836963,-2.693528,,
29.818545,-2.696563,,
29.899795,-1.835304,,
29.985513,-1.978397,,
29.780005,-2.609276,,
29.718177,-2.757794,,
29.857762,-1.840641,,
29.946256,-1.645072,,
29.715988,-1.084359,,
29.938456,-2.015034,,
29.852947,-2.416981,,
29.758221,-1.580504,,
29.689044,-2.204423,,
29.817761,-2.551597,,
29.897435,-1.708078,,
29.773356,-1.832118,,
29.861931,-2.491178,,
29.751931,-2.442033,,
29.787948,-2.452603,,
29.829861,-2.507504,,
29.86918,-2.546461,,
28.895809,-1.928675,,
29.83641,-2.580135,,
29.952102,-2.227505,,
29.840874,-2.401709,,
29.947837,-1.862239,,
29.854924,-2.561148,,
29.588942,-2.18149,,
29.867984,-2.409657,,
29.837601,-2.364081,,
29.089129,-2.800427,,
29.562302,-1.693112,,
28.915371,-2.267338,,
29.935746,-1.931868,,
29.710958,-1.104205,,
29.71541,-1.710511,,
29.86539,-2.389458,,
29.572697,-1.73619,,
28.948085,-2.303583,,
29.120428,-2.495599,,
29.498404,-2.143927,,
29.963752,-2.211321,,
29.971989,-2.220736,,
29.696731,-1.997888,,
29.877361,-2.578615,,
29.895262,-2.356274,,
29.081673,-2.12802,,
29.50787,-1.335978,,
29.442939,-1.353751,,
29.655541,-1.506535,,
29.365435,-1.411471,,
29.343769,-2.336154,,
29.306278,-2.31655,,
29.390997,-2.557628,,
29.422075,-2.627153,,
29.669501,-2.562283,,
29.337595,-2.526406,,
29.562135,-1.529678,,
29.568533,-1.521734,,
29.654196,-1.274076,,
29.114249,-1.461464,,
29.239703,-1.612079,,
29.286409,-1.608362,,
28.985891,-1.395559,,
29.844918,-1.259353,,
29.245703,-1.325904,,
29.869291,-1.26152,,
29.977691,-2.514853,,
29.915544,-2.413792,,
29.868919,-1.190302,,
29.982077,-2.142644,,
29.964964,-1.559454,,
29.476894,-1.34518,,
29.470779,-1.726637,,
29.318136,-2.663565,,
29.335968,-1.132129,,
29.641484,-1.431315,,
29.493091,-1.604164,,
29.25728,-1.445204,,
29.255513,-1.597721,,
29.633619,-1.457076,,
29.287213,-1.772614,,
